DEPTH,CAL,CNC,CVOL,DT,GR,PE,RD,RMSL,RS,SPBR,ZCOR,ZDEN,Cluster,Vshale,Porosity
964.082,15.443,39.345,20.219,119.558,78.077,1.708,10.412,0.534,3.355,40.305,0.095,2.097,0,0.2687441999700644,0.33515151515151514
964.159,15.447,36.82,20.212,118.677,80.096,1.835,10.198,0.462,3.32,43.041,0.293,2.091,0,0.2808322107468942,0.33878787878787864
964.235,15.448,38.96,20.204,117.447,82.944,1.849,10.036,0.361,3.303,45.35,0.249,2.105,0,0.2978835503667116,0.33030303030303027
964.311,15.451,43.771,20.197,116.331,84.455,1.803,9.939,0.291,3.303,47.066,0.085,2.153,0,0.30693010028438855,0.30121212121212115
964.387,15.462,47.797,20.19,115.966,84.486,1.758,9.912,0.269,3.312,48.082,0.049,2.213,0,0.307115701242329,0.2648484848484848
964.463,15.484,47.472,20.182,116.531,84.277,1.557,9.951,0.293,3.323,48.371,0.086,2.262,0,0.30586439155815,0.2351515151515151
964.54,15.517,43.157,20.175,117.542,84.388,1.435,10.045,0.37,3.331,47.993,0.067,2.285,0,0.30652896273013025,0.22121212121212108
964.616,15.558,38.781,20.168,118.428,83.043,1.316,10.174,0.497,3.329,47.075,0.058,2.292,0,0.2984762760065859,0.21696969696969703
964.692,15.599,36.846,20.16,118.839,79.7,1.259,10.318,0.63,3.315,45.789,0.07,2.29,0,0.2784613081873971,0.21818181818181812
964.768,15.637,36.841,20.153,118.623,76.568,1.297,10.449,0.71,3.288,44.33,0.04,2.28,0,0.25970962430773836,0.22424242424242433
964.844,15.669,37.926,20.145,117.856,75.341,1.338,10.547,0.743,3.248,42.892,0.024,2.27,0,0.2523634186499027,0.23030303030303026
964.921,15.696,38.227,20.137,117.048,76.021,1.363,10.594,0.744,3.196,41.645,0.04,2.267,0,0.25643466546924115,0.23212121212121214
964.997,15.722,36.323,20.13,116.995,76.747,1.382,10.582,0.698,3.136,40.712,0.038,2.257,0,0.26078132016165245,0.23818181818181808
965.073,15.748,34.504,20.122,118.209,77.315,1.371,10.512,0.629,3.073,40.156,0.072,2.261,0,0.2641820086813351,0.23575757575757564
965.149,15.773,34.877,20.115,120.632,78.284,1.384,10.397,0.578,3.011,39.977,0.035,2.254,0,0.2699835353988924,0.23999999999999996
965.225,15.794,37.805,20.107,123.866,80.462,1.372,10.26,0.556,2.957,40.127,0.062,2.254,0,0.2830234994761264,0.23999999999999996
965.302,15.808,41.868,20.099,127.717,82.996,1.394,10.125,0.548,2.915,40.537,0.041,2.251,0,0.2981948810058374,0.24181818181818185
965.378,15.814,43.49,20.091,132.182,83.95,1.414,10.013,0.541,2.886,41.139,0.057,2.253,0,0.30390660080826226,0.2406060606060605
965.454,15.813,41.551,20.084,136.605,83.242,1.457,9.934,0.534,2.873,41.877,0.068,2.257,0,0.2996677144140099,0.23818181818181808
965.53,15.807,39.284,20.076,139.278,80.56,1.412,9.887,0.537,2.875,42.708,0.031,2.259,0,0.28361023798832513,0.236969696969697
965.606,15.8,39.231,20.068,138.729,77.383,1.361,9.858,0.553,2.89,43.594,0.092,2.264,0,0.26458913336326895,0.23393939393939403
965.683,15.793,41.184,20.06,135.246,76.006,1.395,9.817,0.572,2.916,44.504,0.037,2.259,0,0.25634485855410866,0.236969696969697
965.759,15.789,45.024,20.053,130.523,77.429,1.391,9.732,0.581,2.946,45.412,0.082,2.26,0,0.2648645412363419,0.23636363636363644
965.835,15.789,49.193,20.045,125.923,80.426,1.418,9.574,0.58,2.975,46.304,0.082,2.261,0,0.2828079628798084,0.23575757575757564
965.911,15.79,52.156,20.037,121.504,82.693,1.467,9.332,0.577,2.995,47.187,0.075,2.267,0,0.29638078132016166,0.23212121212121214
965.987,15.792,53.241,20.029,116.881,82.767,1.546,9.015,0.582,3.004,48.094,0.046,2.274,0,0.29682382876814845,0.22787878787878782
966.064,15.794,50.891,20.022,112.609,81.481,1.494,8.651,0.591,2.999,49.073,0.062,2.279,0,0.2891243825774584,0.22484848484848485
966.14,15.796,46.454,20.014,109.98,81.531,1.466,8.276,0.593,2.983,50.176,0.078,2.283,0,0.2894237389612334,0.22242424242424244
966.216,15.796,42.019,20.006,109.393,82.901,1.402,7.926,0.583,2.96,51.43,0.072,2.274,0,0.29762610387666516,0.22787878787878782
966.292,15.797,38.341,19.998,109.736,83.817,1.551,7.627,0.567,2.931,52.836,0.065,2.267,0,0.303110312827421,0.23212121212121214
966.368,15.797,36.59,19.991,109.676,83.489,1.578,7.394,0.553,2.903,54.363,0.085,2.266,0,0.3011465349498578,0.23272727272727267
966.445,15.798,37.582,19.983,109.02,82.128,1.717,7.234,0.546,2.88,55.973,0.077,2.27,0,0.29299805418350544,0.23030303030303026
966.521,15.799,40.344,19.975,108.532,80.305,1.626,7.147,0.547,2.869,57.632,0.083,2.275,0,0.28208352043107326,0.2272727272727273
966.597,15.801,43.162,19.967,108.692,79.447,1.575,7.134,0.558,2.875,59.326,0.082,2.285,0,0.2769465648854962,0.22121212121212108
966.673,15.804,45.248,19.96,109.133,79.6,1.543,7.191,0.578,2.903,61.053,0.08,2.286,0,0.2778625954198473,0.22060606060606056
966.749,15.808,46.477,19.952,109.379,80.478,1.683,7.306,0.605,2.955,62.812,0.126,2.293,0,0.2831192935189343,0.21636363636363623
966.826,15.812,47.373,19.944,109.593,82.143,1.994,7.462,0.63,3.032,64.597,0.08,2.29,0,0.29308786109863794,0.21818181818181812
966.902,15.817,48.927,19.936,110.262,84.769,2.352,7.636,0.651,3.132,66.394,0.079,2.29,0,0.3088100583744949,0.21818181818181812
966.978,15.82,50.706,19.929,111.544,89.217,2.692,7.803,0.68,3.249,68.179,0.087,2.303,0,0.33544080227510853,0.2103030303030303
967.054,15.822,54.174,19.921,113.226,94.853,2.787,7.945,0.726,3.38,69.92,0.143,2.322,0,0.3691842538542134,0.1987878787878787
967.13,15.823,59.207,19.913,115.155,100.988,2.718,8.049,0.775,3.516,71.572,0.191,2.337,0,0.40591528214339173,0.18969696969696953
967.207,15.823,61.982,19.905,117.436,107.362,2.689,8.108,0.789,3.65,73.075,0.217,2.332,0,0.44407723394701387,0.19272727272727277
967.283,15.824,61.732,19.898,120.159,113.007,2.685,8.115,0.753,3.768,74.365,0.217,2.319,0,0.47787456967519837,0.2006060606060606
967.359,15.824,59.691,19.89,123.138,117.113,2.721,8.06,0.708,3.86,75.386,0.187,2.308,0,0.5024577159107918,0.20727272727272733
967.435,15.824,59.304,19.882,126.102,119.139,2.743,7.936,0.703,3.912,76.111,0.236,2.307,0,0.5145876365813501,0.20787878787878789
967.511,15.824,59.251,19.874,129.026,119.057,2.633,7.737,0.746,3.917,76.545,0.202,2.311,0,0.5140966921119593,0.20545454545454545
967.588,15.822,57.562,19.866,132.003,118.555,2.438,7.476,0.801,3.878,76.731,0.205,2.309,0,0.5110911540188595,0.20666666666666653
967.664,15.819,55.078,19.859,135.031,118.544,2.375,7.181,0.796,3.809,76.723,0.199,2.282,0,0.511025295614429,0.22303030303030297
967.74,15.816,54.129,19.851,138.055,117.764,2.061,6.89,0.754,3.732,76.573,0.245,2.221,0,0.5063553360275408,0.2599999999999999
967.816,15.813,57.15,19.843,140.805,115.802,2.049,6.639,0.71,3.668,76.315,0.181,2.108,0,0.4946085915282144,0.3284848484848484
967.892,15.811,60.622,19.835,142.714,114.522,2.098,6.453,0.534,3.634,75.952,0.151,1.986,0,0.48694506810357735,0.4024242424242424
967.969,15.808,61.859,19.828,143.211,114.517,2.505,6.34,0.308,3.635,75.459,0.272,1.912,0,0.4869151324651998,0.44727272727272727
968.045,15.803,61.024,19.82,142.188,115.861,2.597,6.295,0.186,3.666,74.803,0.315,1.927,0,0.49496183206106875,0.4381818181818181
968.121,15.793,60.304,19.812,140.059,118.557,2.547,6.302,0.141,3.717,73.978,0.266,2.002,0,0.5111031282742104,0.3927272727272728
968.197,15.777,58.89,19.804,137.257,120.045,2.433,6.342,0.14,3.775,73.018,0.206,2.087,0,0.520011974255351,0.3412121212121211
968.273,15.756,55.504,19.797,133.726,119.335,2.33,6.397,0.185,3.829,72.012,0.213,2.166,0,0.5157611136057476,0.29333333333333333
968.35,15.732,52.422,19.789,129.074,116.811,2.205,6.446,0.315,3.868,71.076,0.22,2.218,0,0.5006496033527915,0.2618181818181818
968.426,15.707,49.518,19.781,123.444,113.513,2.219,6.475,0.582,3.887,70.331,0.141,2.256,0,0.4809040562790002,0.23878787878787888
968.502,15.683,47.33,19.774,117.827,110.857,2.16,6.475,0.801,3.883,69.859,0.14,2.283,0,0.4650022451728783,0.22242424242424244
968.578,15.663,45.043,19.766,113.337,109.305,2.059,6.445,0.797,3.86,69.676,0.161,2.305,0,0.45571022302050596,0.20909090909090894
968.654,15.644,42.762,19.758,110.356,107.87,2.163,6.397,0.781,3.825,69.726,0.132,2.318,0,0.4471186948061668,0.20121212121212112
968.731,15.623,41.448,19.751,108.517,106.027,2.26,6.344,0.818,3.789,69.895,0.115,2.322,0,0.4360844185002245,0.1987878787878787
968.807,15.601,41.041,19.743,107.299,104.337,2.232,6.296,0.87,3.758,70.019,0.147,2.32,0,0.42596617272863346,0.20000000000000007
968.883,15.577,41.099,19.736,106.56,102.72,1.949,6.251,0.922,3.734,69.913,0.193,2.317,0,0.4162849872773537,0.20181818181818167
968.959,15.553,40.636,19.728,106.566,100.985,1.883,6.195,0.961,3.711,69.411,0.181,2.314,0,0.4058973207603652,0.20363636363636356
969.035,15.532,39.299,19.721,107.414,98.349,1.652,6.112,0.984,3.68,68.419,0.138,2.315,0,0.39011525220775334,0.20303030303030303
969.112,15.518,37.556,19.714,108.686,94.932,1.566,5.993,0.99,3.633,66.957,0.135,2.319,0,0.3696572369405778,0.2006060606060606
969.188,15.509,36.87,19.706,109.718,92.911,1.415,5.837,0.982,3.567,65.17,0.123,2.323,0,0.35755725190839693,0.19818181818181815
969.264,15.505,38.515,19.699,110.114,93.857,1.503,5.65,0.96,3.482,63.314,0.124,2.321,0,0.3632210746894177,0.19939393939393923
969.34,15.503,41.136,19.691,110.073,96.869,1.802,5.449,0.922,3.382,61.708,0.112,2.305,0,0.3812543032480168,0.20909090909090894
969.416,15.503,43.48,19.684,110.273,100.805,1.925,5.249,0.873,3.276,60.665,0.094,2.291,0,0.40481963777877567,0.2175757575757576
969.493,15.503,45.566,19.677,111.174,105.557,2.001,5.069,0.827,3.172,60.43,0.066,2.275,0,0.43327046849274065,0.2272727272727273
969.569,15.503,47.504,19.669,112.461,111.212,1.984,4.929,0.792,3.084,61.126,0.088,2.261,0,0.46712767549768003,0.23575757575757564
969.645,15.503,48.729,19.662,113.492,117.281,2.03,4.849,0.771,3.027,62.745,0.103,2.253,0,0.5034635533602755,0.2406060606060605
969.721,15.502,47.18,19.654,113.948,121.342,2.09,4.855,0.752,3.016,65.151,0.111,2.242,0,0.5277772788504714,0.24727272727272723
969.797,15.5,45.139,19.647,113.988,122.057,2.124,4.971,0.716,3.064,68.109,0.089,2.237,0,0.5320580751384524,0.2503030303030302
969.874,15.501,44.848,19.64,113.996,120.457,2.125,5.218,0.672,3.183,71.33,0.021,2.241,0,0.522478670857656,0.24787878787878778
969.95,15.511,46.148,19.632,114.087,117.31,2.178,5.617,0.649,3.381,74.525,0.033,2.265,0,0.5036371800628648,0.23333333333333323
970.026,15.535,46.893,19.625,114.01,112.835,2.276,6.178,0.673,3.667,77.448,0.043,2.291,0,0.4768447837150127,0.2175757575757576
970.102,15.577,45.866,19.617,113.485,107.541,2.234,6.898,0.757,4.042,79.926,0.045,2.314,0,0.44514892980092796,0.20363636363636356
970.178,15.633,45.187,19.61,112.46,103.096,1.941,7.743,0.896,4.497,81.871,0.018,2.327,0,0.4185361472833408,0.19575757575757574
970.255,15.696,44.628,19.602,111.105,101.071,1.79,8.652,1.043,5.007,83.286,0.02,2.335,0,0.406412213740458,0.1909090909090909
970.331,15.757,44.312,19.595,109.76,101.3,1.739,9.543,1.122,5.531,84.243,0.053,2.336,0,0.40778326597814696,0.19030303030303033
970.407,15.807,43.765,19.587,108.777,102.032,1.853,10.33,1.118,6.018,84.859,0.038,2.335,0,0.4121658434366113,0.1909090909090909
970.483,15.843,43.429,19.579,108.249,101.894,1.897,10.937,1.083,6.419,85.255,0.077,2.332,0,0.41133961981739264,0.19272727272727277
970.559,15.866,43.827,19.572,107.969,100.621,1.943,11.312,1.056,6.689,85.538,0.051,2.327,0,0.403718006286484,0.19575757575757574
970.636,15.883,43.631,19.564,107.628,98.961,1.917,11.435,1.04,6.81,85.773,0.026,2.332,0,0.3937793743451579,0.19272727272727277
970.712,15.898,41.998,19.556,107.089,97.912,1.896,11.315,1.026,6.783,85.993,0.067,2.332,0,0.38749887741356087,0.19272727272727277
970.788,15.912,40.074,19.548,106.505,97.851,1.883,10.994,1.01,6.634,86.202,0.064,2.339,0,0.3871336626253555,0.18848484848484845
970.864,15.926,39.761,19.54,106.096,98.283,1.856,10.532,0.995,6.398,86.391,0.024,2.339,0,0.3897201017811705,0.18848484848484845
970.94,15.94,40.828,19.532,105.969,97.86,1.837,10.003,0.984,6.12,86.553,0.05,2.339,0,0.38718754677443495,0.18848484848484845
971.017,15.951,42.049,19.524,106.164,95.388,1.773,9.481,0.97,5.84,86.679,0.03,2.335,0,0.3723873671606047,0.1909090909090909
971.093,15.96,42.099,19.516,106.702,91.041,1.867,9.03,0.949,5.59,86.768,0.042,2.326,0,0.3463613231552163,0.19636363636363627
971.169,15.968,41.322,19.508,107.506,87.394,1.844,8.703,0.921,5.4,86.821,0.008,2.317,0,0.3245262685226763,0.20181818181818167
971.245,15.974,41.202,19.5,108.352,85.797,1.875,8.538,0.897,5.292,86.849,0.052,2.311,0,0.31496482562490646,0.20545454545454545
971.321,15.98,42.95,19.492,108.971,86.763,1.829,8.556,0.891,5.285,86.862,0.003,2.303,0,0.32074839095943725,0.2103030303030303
971.398,15.987,45.646,19.485,109.223,89.501,1.918,8.753,0.912,5.386,86.872,0.004,2.301,0,0.33714114653494986,0.21151515151515138
971.474,15.996,48.286,19.477,109.178,91.628,1.944,9.104,0.957,5.588,86.888,0.055,2.303,0,0.3498757671007334,0.2103030303030303
971.55,16.007,50.441,19.469,108.946,92.667,1.915,9.562,1.006,5.866,86.912,0.005,2.3,0,0.35609639275557553,0.21212121212121218
971.626,16.019,51.463,19.461,108.444,93.738,1.932,10.074,1.042,6.181,86.944,0.078,2.305,0,0.3625086064960335,0.20909090909090894
971.702,16.029,51.756,19.453,107.539,95.775,1.919,10.58,1.059,6.485,86.982,0.051,2.301,0,0.3747043855710223,0.21151515151515138
971.779,16.036,50.036,19.445,106.325,97.535,2.036,11.028,1.06,6.733,87.024,0.029,2.302,0,0.3852417302798982,0.21090909090909085
971.855,16.04,46.461,19.436,105.122,97.372,2.027,11.38,1.055,6.904,87.068,0.041,2.303,0,0.3842658284687921,0.2103030303030303
971.931,16.041,42.411,19.428,104.286,95.509,2.01,11.624,1.052,7.003,87.11,0.038,2.302,0,0.37311180960933993,0.21090909090909085
972.007,16.04,40.327,19.42,103.999,94.57,2.084,11.764,1.053,7.057,87.148,0.039,2.298,0,0.36748989672204757,0.21333333333333326
972.083,16.04,40.625,19.412,104.171,95.84,2.067,11.822,1.065,7.098,87.181,0.002,2.293,0,0.3750935488699297,0.21636363636363623
972.16,16.04,42.557,19.404,104.606,97.277,1.859,11.83,1.09,7.143,87.209,0.031,2.29,0,0.38369705133961984,0.21818181818181812
972.236,16.041,44.627,19.396,105.165,96.688,1.772,11.821,1.137,7.198,87.237,0.048,2.291,0,0.3801706331387517,0.2175757575757576
972.312,16.042,44.963,19.388,105.696,95.048,1.707,11.825,1.197,7.256,87.268,0.071,2.288,0,0.3703517437509355,0.21939393939393947
972.388,16.043,44.617,19.38,106.035,94.695,1.676,11.856,1.234,7.309,87.304,0.052,2.289,0,0.36823828768148475,0.21878787878787867
972.464,16.044,44.75,19.372,106.124,95.635,1.635,11.917,1.222,7.351,87.34,0.046,2.295,0,0.37386618769645263,0.21515151515151515
972.541,16.044,46.246,19.364,106.004,96.567,1.708,12.002,1.187,7.388,87.369,0.011,2.306,0,0.37944619069001645,0.2084848484848484
972.617,16.044,49.461,19.356,105.732,96.155,1.69,12.107,1.172,7.429,87.379,0.053,2.311,0,0.3769794940877114,0.20545454545454545
972.693,16.044,54.466,19.348,105.339,94.735,1.69,12.224,1.185,7.478,87.356,0.053,2.316,0,0.3684777727885047,0.20242424242424248
972.769,16.044,58.303,19.34,104.797,93.3,1.679,12.349,1.193,7.532,87.277,0.011,2.314,0,0.3598862445741655,0.20363636363636356
972.845,16.045,57.778,19.332,104.143,92.864,1.678,12.48,1.169,7.588,87.111,0.058,2.31,0,0.35727585690764857,0.20606060606060597
972.922,16.047,54.729,19.324,103.58,94.56,1.679,12.614,1.122,7.642,86.836,0.026,2.311,0,0.36743002544529263,0.20545454545454545
972.998,16.051,51.307,19.316,103.332,97.581,1.657,12.74,1.074,7.685,86.451,0.041,2.314,0,0.3855171381529711,0.20363636363636356
973.074,16.056,48.26,19.308,103.456,99.705,1.645,12.833,1.039,7.706,85.987,-0.006,2.318,0,0.39823379733572817,0.20121212121212112
973.15,16.06,45.467,19.3,103.791,98.947,1.651,12.861,1.011,7.688,85.51,0.015,2.315,0,0.39369555455770094,0.20303030303030303
973.226,16.064,42.085,19.292,104.07,95.651,1.687,12.798,0.978,7.617,85.101,0.016,2.311,0,0.37396198173926054,0.20545454545454545
973.303,16.068,39.426,19.284,104.263,92.21,1.683,12.633,0.943,7.493,84.842,0.0,2.312,0,0.353360275407873,0.20484848484848492
973.379,16.07,40.075,19.275,104.599,89.999,1.721,12.371,0.912,7.32,84.783,0.034,2.318,0,0.34012273611734767,0.20121212121212112
973.455,16.073,43.112,19.267,105.06,89.349,1.679,12.018,0.887,7.106,84.94,0.011,2.322,0,0.33623110312827426,0.1987878787878787
973.531,16.075,46.047,19.259,105.135,88.838,1.73,11.575,0.865,6.85,85.295,0.035,2.326,0,0.33317168088609483,0.19636363636363627
973.607,16.077,47.025,19.251,104.308,87.513,1.699,11.041,0.842,6.55,85.8,0.105,2.326,0,0.3252387367160605,0.19636363636363627
973.684,16.077,45.871,19.243,102.671,86.106,1.678,10.43,0.816,6.211,86.391,0.074,2.316,0,0.3168148480766352,0.20242424242424248
973.76,16.074,42.528,19.235,100.907,84.306,1.653,9.778,0.795,5.851,86.988,0.074,2.309,0,0.3060380182607394,0.20666666666666653
973.836,16.07,38.377,19.227,99.615,82.781,1.656,9.15,0.775,5.501,87.514,0.033,2.303,0,0.2969076485556055,0.2103030303030303
973.912,16.065,34.797,19.219,98.681,82.851,1.622,8.625,0.748,5.203,87.909,0.054,2.31,0,0.2973267474928903,0.20606060606060597
973.988,16.061,32.228,19.211,97.673,85.531,1.641,8.278,0.72,4.999,88.148,0.027,2.32,0,0.31337224966322413,0.20000000000000007
974.065,16.058,31.812,19.203,96.722,89.499,1.632,8.154,0.707,4.912,88.239,0.084,2.329,0,0.3371291722795988,0.19454545454545438
974.141,16.057,32.616,19.195,96.561,91.927,1.678,8.253,0.727,4.946,88.214,0.032,2.327,0,0.35166591827570726,0.19575757575757574
974.217,16.059,33.44,19.187,97.756,91.591,1.558,8.537,0.783,5.08,88.116,0.008,2.325,0,0.34965424337673995,0.19696969696969682
974.293,16.061,34.067,19.179,100.118,89.349,1.517,8.961,0.862,5.289,87.978,0.063,2.319,0,0.33623110312827426,0.2006060606060606
974.369,16.064,35.019,19.17,102.903,88.66,1.548,9.491,0.928,5.554,87.817,0.028,2.309,0,0.33210597215985627,0.20666666666666653
974.446,16.066,35.706,19.162,105.508,90.678,1.654,10.1,0.947,5.859,87.633,0.039,2.305,0,0.3441879958090106,0.20909090909090894
974.522,16.067,35.427,19.154,107.833,94.149,1.814,10.747,0.924,6.188,87.422,0.036,2.292,0,0.36496931597066307,0.21696969696969703
974.598,16.067,35.979,19.146,109.952,98.179,1.808,11.376,0.887,6.513,87.184,0.01,2.29,0,0.3890974405029187,0.21818181818181812
974.674,16.066,38.421,19.138,111.77,102.516,1.834,11.915,0.855,6.801,86.925,-0.008,2.278,0,0.4150636132315522,0.2254545454545454
974.75,16.066,42.779,19.13,113.176,105.602,1.753,12.296,0.835,7.019,86.658,0.015,2.286,0,0.433539889238138,0.22060606060606056
974.827,16.064,46.677,19.122,114.284,105.497,1.74,12.469,0.822,7.137,86.397,0.048,2.295,0,0.4329112408322107,0.21515151515151515
974.903,16.064,47.898,19.114,115.343,103.359,1.797,12.41,0.813,7.132,86.157,0.068,2.308,0,0.4201107618619967,0.20727272727272733
974.979,16.07,47.586,19.106,116.504,101.781,2.014,12.112,0.821,6.987,85.944,0.134,2.315,0,0.4106630743900614,0.20303030303030303
975.055,16.094,48.047,19.098,117.752,102.458,2.195,11.593,0.852,6.697,85.762,0.171,2.312,0,0.4147163598263733,0.20484848484848492
975.131,16.146,49.252,19.09,119.118,105.228,2.178,10.887,0.883,6.274,85.613,0.189,2.293,0,0.4313007034875018,0.21636363636363623
975.208,16.229,49.757,19.082,120.801,108.208,2.045,10.046,0.877,5.752,85.499,0.152,2.282,0,0.44914234396048497,0.22303030303030297
975.284,16.34,51.711,19.073,122.927,110.459,2.023,9.148,0.842,5.191,85.422,0.058,2.265,0,0.46261936835803025,0.23333333333333323
975.36,16.465,55.529,19.065,125.246,112.491,1.964,8.284,0.829,4.663,85.381,0.041,2.263,0,0.4747852117946415,0.23454545454545456
975.436,16.591,58.472,19.056,127.185,113.942,2.018,7.533,0.837,4.223,85.372,0.069,2.255,0,0.4834725340517886,0.2393939393939394
975.512,16.702,57.438,19.048,128.304,113.978,2.023,6.935,0.804,3.9,85.386,0.137,2.252,0,0.48368807064810654,0.2412121212121213
975.589,16.788,54.298,19.039,128.73,113.982,2.131,6.485,0.681,3.686,85.414,0.164,2.245,0,0.48371201915880857,0.24545454545454534
975.665,16.849,53.075,19.03,128.987,115.574,2.202,6.158,0.539,3.554,85.45,0.121,2.231,0,0.49324352641820085,0.25393939393939396
975.741,16.887,53.916,19.021,129.365,117.654,2.349,5.927,0.455,3.477,85.493,0.076,2.233,0,0.505696751983236,0.25272727272727263
975.817,16.908,54.158,19.011,129.651,118.849,2.528,5.783,0.441,3.439,85.546,0.124,2.241,0,0.5128513695554557,0.24787878787878778
975.893,16.917,52.051,19.002,129.577,117.647,2.506,5.724,0.496,3.436,85.614,0.257,2.253,0,0.5056548420895076,0.2406060606060605
975.97,16.919,50.794,18.993,129.23,115.559,2.439,5.737,0.624,3.461,85.701,0.158,2.242,0,0.4931537195030684,0.24727272727272723
976.046,16.917,52.141,18.984,128.93,116.61,2.351,5.801,0.803,3.498,85.811,0.199,2.253,0,0.49944619069001644,0.2406060606060605
976.122,16.914,55.246,18.975,128.962,121.094,2.361,5.881,0.935,3.528,85.949,0.212,2.25,0,0.526292471186948,0.24242424242424238
976.198,16.919,57.229,18.966,129.448,124.894,2.366,5.945,0.953,3.533,86.118,0.16,2.258,0,0.5490435563538393,0.23757575757575752
976.274,16.944,56.805,18.957,130.388,124.878,2.243,5.958,0.931,3.495,86.324,0.052,2.25,0,0.5489477623110313,0.24242424242424238
976.351,17.007,56.023,18.947,131.84,122.935,1.943,5.9,0.899,3.408,86.567,0.085,2.208,0,0.5373147732375393,0.2678787878787877
976.427,17.126,55.825,18.938,133.978,121.868,1.826,5.764,0.822,3.28,86.845,0.06,2.074,0,0.5309265080077832,0.3490909090909092
976.503,17.309,55.654,18.929,136.913,122.541,1.863,5.569,0.71,3.131,87.152,-0.002,1.871,0,0.5349558449333932,0.4721212121212121
976.579,17.543,53.507,18.919,140.51,122.234,2.232,5.35,0.608,2.993,87.483,0.132,1.712,0,0.5331177967370154,0.5
976.655,17.782,50.532,18.909,144.401,118.839,2.613,5.157,0.474,2.897,87.83,0.112,1.63,0,0.5127914982787007,0.5
976.732,17.938,49.265,18.899,147.938,115.72,2.76,5.04,0.307,2.865,88.187,0.169,1.67,0,0.4941176470588235,0.5
